Catalogue ID,Churchwell ID,l,b,Effective Radius (arcmin),Thickness (arcmin),Eccentricity,Position Angle (deg),Hit Rate,Dispersion (arcmin),Hierarchy Flag
MWP1G344427+000424,,344.427,0.042,1.0,1.18,0.22,18,0.14,0.0070,
MWP1G336215+001526,,336.215,0.153,0.4,0.41,0.0,2,0.14,0.0010,
MWP1G046595-005801,,46.595,-0.58,0.68,0.7,0.09,27,0.14,0.0050,
MWP1G037816-003756,,37.816,-0.376,0.45,0.62,0.25,12,0.14,0.0030,2
MWP1G018884-005038,,18.884,-0.504,0.88,1.28,0.77,0,0.14,0.0050,2
MWP1G329139-006374,,329.139,-0.637,0.61,0.41,0.5,21,0.14,0.0020,
MWP1G046037-008891,,46.037,-0.889,0.69,0.71,0.23,38,0.14,0.0050,
MWP1G357981-001648,,357.981,-0.165,0.29,0.2,0.0,0,0.14,0.0010,
MWP1G032799+008984,,32.799,0.898,1.77,1.76,0.05,21,0.14,0.0070,
MWP1G311673-007860,,311.673,-0.786,1.72,1.0,0.23,18,0.14,0.01,1
MWP1G304896+006333,,304.896,0.633,1.45,2.89,0.82,1,0.14,0.0090,
MWP1G004526-001335,CN62,4.526,-0.133,1.0,0.84,0.4,41,0.13,0.0050,
MWP1G340546+001178,,340.546,0.118,0.46,0.53,0.26,7,0.13,0.0040,
MWP1G333106-007822,,333.106,-0.782,1.85,1.36,0.47,31,0.13,0.0080,
MWP1G056081-001073,,56.081,-0.107,1.82,1.68,0.27,3,0.13,0.0090,1
MWP1G043450+005787,,43.45,0.579,0.57,0.47,0.39,37,0.13,0.0040,2
MWP1G349130+000142,,349.13,0.014,0.53,0.48,0.15,3,0.13,0.0020,2
MWP1G333959-002497,,333.959,-0.25,0.42,0.57,0.24,8,0.13,0.0020,
MWP1G059547-003800,,59.547,-0.38,1.06,0.68,0.87,155,0.13,0.0030,2
MWP1G305797+001504,,305.797,0.15,0.98,1.34,0.11,41,0.13,0.0060,
MWP1G299877+004981,,299.877,0.498,4.25,3.3,0.65,29,0.13,0.022,
MWP1G305840-000627,,305.84,-0.063,1.76,1.3,0.24,41,0.13,0.0090,1
MWP1G022871+006743,,22.871,0.674,3.09,2.67,0.42,26,0.13,0.014,
MWP1G031984+007857,,31.984,0.786,2.92,2.79,0.68,14,0.13,0.02,
MWP1G303535-007142,,303.535,-0.714,0.47,0.56,0.19,0,0.13,0.0030,2
MWP1G306202+002670,,306.202,0.267,0.46,0.44,0.67,30,0.13,0.0050,
MWP1G339998-002419,,339.998,-0.242,0.68,0.53,0.65,30,0.13,0.0020,
MWP1G035407-008459,,35.407,-0.846,0.58,0.86,0.04,3,0.13,0.0020,
MWP1G031963-002579,,31.963,-0.258,0.69,0.46,0.23,1,0.13,0.0020,2
MWP1G333080+007193,,333.08,0.719,0.95,1.14,0.48,20,0.13,0.0040,
MWP1G355675-002602,,355.675,-0.26,0.59,0.41,0.43,3,0.13,0.0010,
MWP1G305651+000241,,305.651,0.024,0.79,0.6,0.66,6,0.13,0.0060,
MWP1G016314-007465,,16.314,-0.747,0.4,0.41,0.24,17,0.13,0.0010,
MWP1G334410-004962,,334.41,-0.496,0.36,0.5,0.22,0,0.13,0.0020,
MWP1G031160-000930,,31.16,-0.093,2.13,1.82,0.21,42,0.13,0.017,1
MWP1G031621-002231,,31.621,-0.223,1.98,1.47,0.32,36,0.13,0.0050,
MWP1G014352-006431,,14.352,-0.643,0.48,0.76,0.36,2,0.13,0.0020,
MWP1G326854-007296,,326.854,-0.73,1.66,1.7,0.2,37,0.13,0.0080,
MWP1G017328+004293,,17.328,0.429,0.56,0.89,0.45,32,0.13,0.0020,
MWP1G016229-005130,,16.229,-0.513,0.48,0.51,0.45,27,0.13,0.0030,
MWP1G320990-005983,,320.99,-0.598,2.12,1.46,0.25,5,0.13,0.0070,
MWP1G010619-003993,,10.619,-0.399,0.55,0.5,0.21,31,0.13,0.0030,
MWP1G335012-001467,,335.012,-0.147,0.5,0.46,0.27,0,0.13,0.0030,
MWP1G051318-000196,,51.318,-0.02,3.3,1.96,0.62,58,0.13,0.051,
MWP1G039868+006467,,39.868,0.647,0.42,0.39,0.29,6,0.13,0.0020,
MWP1G028314-000245,,28.314,-0.024,1.0,0.67,0.23,20,0.13,0.0070,
MWP1G056037-000799,,56.037,-0.08,2.68,2.71,0.06,0,0.13,0.016,1
MWP1G311172-001063,,311.172,-0.106,1.42,1.2,0.34,31,0.13,0.01,
MWP1G356305-002183,,356.305,-0.218,0.51,0.51,0.09,7,0.13,0.0030,
MWP1G059471+008036,,59.471,0.804,1.18,0.73,0.43,48,0.13,0.0060,
MWP1G313668-002065,,313.668,-0.207,0.54,0.56,0.44,15,0.13,0.0020,
MWP1G040772-001134,,40.772,-0.113,0.28,0.22,0.0,0,0.13,0.0010,2
MWP1G308672+007352,,308.672,0.735,2.6,3.26,0.17,22,0.13,0.021,
MWP1G345604-000666,,345.604,-0.067,0.47,0.59,0.07,36,0.13,0.0040,2
MWP1G012641+000994,,12.641,0.099,0.4,0.41,0.24,0,0.13,0.0010,
MWP1G317014+003735,,317.014,0.374,0.29,0.24,0.24,43,0.13,0.0010,
MWP1G041044-001193,,41.044,-0.119,1.38,1.32,0.29,15,0.13,0.0040,2
MWP1G298103-005090,,298.103,-0.509,0.74,0.46,0.2,3,0.13,0.0020,
MWP1G059282-000655,,59.282,-0.065,6.8,4.95,0.5,44,0.13,0.054,1
MWP1G335757-001661,,335.757,-0.166,3.29,1.6,0.58,9,0.13,0.026,
MWP1G025155+000609,,25.155,0.061,0.45,0.43,0.28,18,0.13,0.0030,
MWP1G320892-003863,,320.892,-0.386,0.51,0.7,0.25,3,0.13,0.0010,2
MWP1G022550-000188,,22.55,-0.019,1.04,0.79,0.15,36,0.13,0.011,
MWP1G313041+003600,,313.041,0.36,4.67,5.41,0.73,52,0.13,0.024,
MWP1G336724+001096,,336.724,0.11,0.59,0.54,0.24,9,0.13,0.0020,2
MWP1G314256+001017,,314.256,0.102,0.41,0.63,0.1,1,0.13,0.0020,
MWP1G335725+001985,,335.725,0.198,0.5,0.5,0.21,22,0.13,0.0010,2
MWP1G002422-006063,,2.422,-0.606,0.53,0.62,0.33,31,0.13,0.0040,
MWP1G347856-003297,,347.856,-0.33,0.49,0.54,0.11,2,0.13,0.0020,
MWP1G351430-000475,,351.43,-0.047,0.89,1.09,0.33,10,0.13,0.0040,
MWP1G350968+005198,,350.968,0.52,0.75,1.41,0.09,14,0.13,0.0010,2
MWP1G324017-004018,,324.017,-0.402,0.49,0.59,0.33,35,0.13,0.0020,
MWP1G349792-001871,,349.792,-0.187,1.61,1.56,0.48,25,0.13,0.0090,
MWP1G302751+007805,,302.751,0.781,1.04,1.16,0.21,24,0.13,0.0070,
MWP1G317360-003097,,317.36,-0.31,0.61,0.44,0.74,53,0.13,0.0020,
MWP1G012434-000294,,12.434,-0.029,0.94,0.79,0.57,107,0.13,0.0050,
MWP1G050236+004498,,50.236,0.45,0.61,0.52,0.14,8,0.13,0.0020,
MWP1G051073-001494,,51.073,-0.149,0.53,0.67,0.29,17,0.13,0.0020,
MWP1G318798+002308,,318.798,0.231,0.58,0.58,0.55,59,0.13,0.0020,2
MWP1G318778+002390,,318.778,0.239,0.56,0.6,0.23,5,0.13,0.0020,
MWP1G333245-004866,S47,333.245,-0.487,3.55,2.51,0.28,28,0.13,0.046,1
MWP1G043164-000682,,43.164,-0.068,0.34,0.33,0.56,63,0.13,0.0020,
MWP1G342073+004517,,342.073,0.452,0.56,0.59,0.2,23,0.13,0.0040,2
MWP1G024628+001016,,24.628,0.102,0.47,0.46,0.34,41,0.13,0.0020,
MWP1G041146-008793,,41.146,-0.879,0.65,0.57,0.26,19,0.13,0.0030,
MWP1G319873+001377,,319.873,0.138,1.03,0.88,0.41,27,0.13,0.0050,
MWP1G339126-007952,,339.126,-0.795,0.92,1.27,0.71,89,0.13,0.0060,2
MWP1G346096-003638,,346.096,-0.364,0.49,0.47,0.08,0,0.13,0.0030,2
MWP1G000566-008247,,0.566,-0.825,0.33,0.48,0.11,5,0.13,0.0010,2
MWP1G041611-002709,,41.611,-0.271,0.3,0.27,0.0,10,0.13,0.0010,
MWP1G019654-002177,,19.654,-0.218,2.34,1.87,0.41,24,0.13,0.028,1
MWP1G342342+003922,,342.342,0.392,4.72,3.4,0.27,41,0.13,0.057,
MWP1G012773+003549,,12.773,0.355,4.76,2.9,0.37,18,0.13,0.081,
MWP1G045986-004949,,45.986,-0.495,0.59,0.52,0.73,34,0.13,0.0050,2
MWP1G037462-002641,,37.462,-0.264,0.51,0.84,0.14,9,0.13,0.0020,
MWP1G328114+005751,,328.114,0.575,0.54,0.67,0.24,0,0.13,0.0020,2
MWP1G044378+004573,,44.378,0.457,0.45,0.6,0.18,19,0.13,0.0020,2
MWP1G319402-003612,,319.402,-0.361,1.66,1.62,0.73,11,0.13,0.012,1
MWP1G337965-004983,S36,337.965,-0.498,1.81,2.67,0.81,0,0.13,0.012,
MWP1G329403+002116,,329.403,0.212,3.09,2.49,0.32,48,0.13,0.017,1
MWP1G319484-000509,,319.484,-0.051,3.5,2.16,0.5,25,0.13,0.026,1
MWP1G318256+001260,,318.256,0.126,1.01,1.31,0.57,9,0.13,0.0050,2
MWP1G301813+005415,,301.813,0.542,5.2,4.79,0.33,24,0.13,0.027,
MWP1G351057+006622,,351.057,0.662,2.22,2.23,0.69,27,0.13,0.011,2
MWP1G043166-000046,,43.166,-0.0050,2.49,3.27,0.37,8,0.13,0.02,1
MWP1G049548-008858,,49.548,-0.886,0.44,0.77,0.47,11,0.13,0.0040,
MWP1G038142+009105,,38.142,0.911,1.45,0.99,0.23,0,0.13,0.0060,
MWP1G056565-008199,,56.565,-0.82,1.34,1.27,0.36,26,0.13,0.011,
MWP1G332766-003097,,332.766,-0.31,0.41,0.29,0.29,14,0.13,0.0030,
MWP1G311021-006700,,311.021,-0.67,0.46,0.6,0.52,10,0.13,0.0020,
MWP1G317511+003817,,317.511,0.382,0.7,0.57,0.23,52,0.13,0.0050,
MWP1G339941-001211,,339.941,-0.121,0.62,0.75,0.33,13,0.13,0.0030,2
MWP1G307511-000199,,307.511,-0.02,1.79,0.82,0.45,57,0.13,0.01,
MWP1G027228+001329,,27.228,0.133,0.53,0.66,0.28,46,0.13,0.0030,
MWP1G015359+004634,,15.359,0.463,1.3,1.56,0.3,32,0.13,0.0070,
MWP1G026478-006350,,26.478,-0.635,1.02,1.25,0.11,3,0.13,0.0050,1 2
MWP1G339095-001990,,339.095,-0.199,1.04,1.04,0.17,9,0.13,0.0060,2
MWP1G028140+001526,,28.14,0.153,1.3,1.12,0.27,20,0.13,0.01,
MWP1G050114-006613,,50.114,-0.661,1.57,1.3,0.34,21,0.13,0.013,2
MWP1G326668-005899,,326.668,-0.59,0.62,0.54,0.25,2,0.13,0.0020,
MWP1G006321-006666,,6.321,-0.667,1.81,1.28,0.2,3,0.13,0.0090,
MWP1G320336+001064,,320.336,0.106,3.62,2.22,0.33,13,0.13,0.034,1
MWP1G309288-006229,,309.288,-0.623,0.59,0.78,0.36,48,0.13,0.0020,
MWP1G340028+004823,,340.028,0.482,0.48,0.82,0.38,49,0.13,0.0020,
MWP1G059224-004777,,59.224,-0.478,0.48,0.56,0.6,33,0.13,0.0010,
MWP1G338399-006563,,338.399,-0.656,2.09,1.28,0.58,92,0.13,0.0090,
MWP1G050145-006983,,50.145,-0.698,0.86,1.63,0.6,47,0.13,0.0060,2
MWP1G000601-000462,CN19,0.601,-0.046,1.33,0.88,0.6,19,0.13,0.01,
MWP1G346522+000896,,346.522,0.09,1.1,0.79,0.36,5,0.13,0.0050,
MWP1G351566-005124,,351.566,-0.512,2.0,1.72,0.17,30,0.13,0.015,2
MWP1G298367+000504,,298.367,0.05,0.4,0.57,0.53,5,0.13,0.0020,
MWP1G030709-000850,,30.709,-0.085,1.59,1.51,0.05,24,0.13,0.015,
MWP1G000586-006115,,0.586,-0.612,2.84,2.28,0.4,32,0.13,0.021,
MWP1G021932+001076,,21.932,0.108,0.72,0.79,0.31,17,0.13,0.0050,
MWP1G298382+000486,,298.382,0.049,0.45,0.45,0.5,0,0.13,0.0020,
MWP1G339342-008055,,339.342,-0.805,1.05,0.99,0.11,31,0.13,0.0040,2
MWP1G349095+000815,S3,349.095,0.081,0.57,0.52,0.54,15,0.13,0.0030,2
MWP1G056822-006424,,56.822,-0.642,4.09,2.46,0.35,30,0.13,0.016,
MWP1G331522-000474,,331.522,-0.047,1.55,1.46,0.29,76,0.13,0.013,2
MWP1G048524-003094,,48.524,-0.309,0.57,0.59,0.28,18,0.13,0.0020,
MWP1G347949-004663,,347.949,-0.466,0.71,0.52,0.74,18,0.13,0.0050,2
MWP1G322707-003276,,322.707,-0.328,0.31,0.24,0.4,18,0.13,0.0040,
MWP1G326554+003674,,326.554,0.367,1.15,0.62,0.47,106,0.13,0.0030,
MWP1G014440-001056,,14.44,-0.106,0.57,0.39,0.46,0,0.13,0.0010,2
MWP1G345511+001596,,345.511,0.16,0.31,0.29,0.0,0,0.13,0.0,
MWP1G351320-001440,,351.32,-0.144,0.98,0.96,0.18,16,0.13,0.0050,
MWP1G325834+001937,,325.834,0.194,0.53,0.57,0.29,1,0.13,0.0020,
MWP1G050994-002061,,50.994,-0.206,0.51,0.6,0.19,10,0.13,0.0030,
MWP1G334660-002835,,334.66,-0.284,0.55,0.63,0.5,1,0.13,0.0020,
MWP1G332768-000089,,332.768,-0.0090,0.49,0.4,0.25,32,0.13,0.0040,
MWP1G331066+003764,,331.066,0.376,0.57,0.61,0.1,19,0.13,0.0020,
MWP1G037082+003528,,37.082,0.353,1.22,1.29,0.39,5,0.13,0.0070,
MWP1G035051-005195,,35.051,-0.519,0.41,0.37,0.23,12,0.13,0.0020,2
MWP1G031038-002619,,31.038,-0.262,1.09,0.87,0.18,2,0.13,0.0050,
MWP1G359514+002727,,359.514,0.273,2.39,1.44,0.13,56,0.13,0.025,
MWP1G027837+000754,,27.837,0.075,0.73,0.83,0.17,14,0.13,0.0040,
MWP1G033028-001557,,33.028,-0.156,1.12,1.06,0.45,43,0.13,0.0070,2
MWP1G348228+004692,S7,348.228,0.469,2.53,2.31,0.58,83,0.13,0.022,1
MWP1G017476+001267,,17.476,0.127,0.64,0.61,0.2,0,0.13,0.0040,
MWP1G297713+000342,,297.713,0.034,1.16,1.22,0.16,43,0.13,0.0050,
MWP1G305168+004396,,305.168,0.44,3.85,3.0,0.43,43,0.13,0.035,
MWP1G013772+000971,,13.772,0.097,2.69,1.59,0.75,93,0.13,0.019,
MWP1G328529+006620,,328.529,0.662,0.69,0.81,0.45,11,0.13,0.0020,
MWP1G029955-000094,,29.955,-0.0090,0.53,0.47,0.43,13,0.13,0.0050,
MWP1G314321-001635,,314.321,-0.164,0.51,0.47,0.41,60,0.13,0.0010,
MWP1G024699-001486,,24.699,-0.149,0.47,0.48,0.45,49,0.13,0.0010,
MWP1G031468-007862,,31.468,-0.786,1.72,1.83,0.52,26,0.13,0.011,
MWP1G331149+001163,,331.149,0.116,0.29,0.24,0.14,0,0.13,0.0010,
MWP1G008198-000540,,8.198,-0.054,0.68,0.64,0.65,3,0.13,0.0030,
MWP1G045071-005855,,45.071,-0.585,1.71,0.98,0.47,45,0.13,0.011,
MWP1G015018+000667,N17,15.018,0.067,0.39,0.61,0.07,0,0.13,0.0010,2
MWP1G033143-000864,,33.143,-0.086,0.35,0.46,0.0,0,0.13,0.0030,2
MWP1G320674+002829,,320.674,0.283,1.91,1.34,0.6,65,0.13,0.013,2
MWP1G353414-003839,CS55,353.414,-0.384,0.68,0.79,0.43,43,0.13,0.0090,2
MWP1G317328-000458,,317.328,-0.046,1.96,1.8,0.26,13,0.13,0.0070,
MWP1G333213-003894,,333.213,-0.389,1.14,0.83,0.39,97,0.13,0.0020,
MWP1G345099-006109,,345.099,-0.611,0.43,0.59,0.1,2,0.13,0.0010,2
MWP1G309154+000746,,309.154,0.075,2.09,1.61,0.22,20,0.13,0.0050,2
MWP1G034870-000839,,34.87,-0.084,1.08,1.0,0.32,36,0.13,0.0050,
MWP1G017290-002020,,17.29,-0.202,0.47,0.42,0.22,11,0.13,0.0030,2
MWP1G358797-004324,,358.797,-0.432,1.37,2.07,0.86,123,0.13,0.0030,
MWP1G318225-005702,,318.225,-0.57,1.05,1.22,0.25,35,0.13,0.0070,
MWP1G327914-005164,,327.914,-0.516,0.55,0.6,0.24,7,0.13,0.0020,
MWP1G047757+006116,,47.757,0.612,1.27,0.77,0.57,69,0.13,0.0030,
MWP1G315367+005957,,315.367,0.596,1.61,1.85,0.38,20,0.13,0.01,
MWP1G042526-005558,,42.526,-0.556,0.97,0.77,0.44,88,0.13,0.0060,
MWP1G031532-001273,,31.532,-0.127,1.62,1.58,0.08,17,0.13,0.013,
MWP1G009611+001985,CN134 CN135 CN136,9.611,0.198,1.17,1.21,0.36,0,0.13,0.0070,1
MWP1G307083+005410,,307.083,0.541,0.55,0.62,0.42,16,0.13,0.0030,
MWP1G005695-000919,,5.695,-0.092,0.42,0.67,0.36,14,0.13,0.0040,
MWP1G337995+000807,,337.995,0.081,0.85,0.56,0.03,3,0.13,0.0030,1
MWP1G004530+003630,,4.53,0.363,0.45,0.44,0.18,26,0.13,0.0020,
MWP1G004275+000372,CN55 CN54,4.275,0.037,1.52,1.3,0.13,12,0.13,0.0060,
MWP1G324621-003140,,324.621,-0.314,0.37,0.41,0.2,0,0.13,0.0010,2
MWP1G346416+002582,,346.416,0.258,0.37,0.42,0.37,23,0.13,0.0020,
MWP1G028438+000371,,28.438,0.037,0.43,0.52,0.27,12,0.13,0.0030,
MWP1G060535-002915,,60.535,-0.291,1.78,1.16,0.37,59,0.13,0.0050,
MWP1G050067-002920,N104,50.067,-0.292,1.72,1.06,0.08,32,0.13,0.02,1
MWP1G059623-002231,,59.623,-0.223,0.5,0.77,0.32,37,0.13,0.0010,
MWP1G040178-000642,,40.178,-0.064,0.6,0.58,0.65,99,0.13,0.0030,
MWP1G042835+002473,,42.835,0.247,0.75,1.02,0.72,54,0.13,0.0030,
MWP1G317213+001025,S107,317.213,0.103,0.47,0.42,0.34,0,0.13,0.0020,
MWP1G028708+000208,,28.708,0.021,1.02,0.59,0.43,4,0.13,0.013,
MWP1G050015-000475,,50.015,-0.047,2.31,1.86,0.5,25,0.13,0.02,
MWP1G042439-002668,,42.439,-0.267,0.66,0.61,0.39,14,0.13,0.0090,2
MWP1G018583+003447,,18.583,0.345,0.49,0.48,0.07,19,0.13,0.0020,
MWP1G031559+002109,,31.559,0.211,0.77,1.22,0.42,71,0.13,0.0020,
MWP1G351557+002099,CS83,351.557,0.21,2.03,2.02,0.2,16,0.13,0.01,1
MWP1G037899+000984,,37.899,0.098,1.19,1.44,0.43,28,0.13,0.0070,
MWP1G014380-000638,,14.38,-0.064,1.48,1.38,0.26,20,0.13,0.0060,2
MWP1G022303+004514,,22.303,0.451,1.71,1.44,0.5,76,0.13,0.0050,
MWP1G049586-003526,,49.586,-0.353,0.51,0.57,0.67,0,0.13,0.0010,2
MWP1G031915+001943,,31.915,0.194,0.4,0.46,0.23,15,0.13,0.0040,2
MWP1G301712-000616,,301.712,-0.062,0.5,0.59,0.07,2,0.13,0.0030,
MWP1G302770-007870,,302.77,-0.787,0.45,0.63,0.08,0,0.13,0.0010,2
MWP1G019208+008737,,19.208,0.874,1.0,0.88,0.3,10,0.13,0.0040,
MWP1G032929+006055,,32.929,0.605,0.63,0.75,0.09,0,0.13,0.0020,
MWP1G037848-006613,,37.848,-0.661,1.74,2.35,0.25,27,0.13,0.0070,
MWP1G062624+004279,,62.624,0.428,0.78,0.6,0.31,62,0.13,0.0020,
MWP1G028341+006197,,28.341,0.62,1.03,0.95,0.22,0,0.13,0.0050,
MWP1G007339-001747,,7.339,-0.175,0.46,0.57,0.27,24,0.13,0.0020,2
MWP1G017016+004239,,17.016,0.424,0.53,0.55,0.69,19,0.13,0.0020,
MWP1G298568-008511,,298.568,-0.851,0.58,0.49,0.54,35,0.13,0.0030,
MWP1G047706+005321,,47.706,0.532,3.09,2.17,0.53,33,0.13,0.019,
MWP1G043269-001990,N88,43.269,-0.199,0.93,1.61,0.79,84,0.13,0.0090,
MWP1G307589+005285,,307.589,0.528,0.58,0.47,0.25,81,0.13,0.0020,
MWP1G323932-000355,,323.932,-0.035,1.01,1.15,0.44,46,0.13,0.0040,2
MWP1G038254+005830,,38.254,0.583,0.54,0.4,0.18,0,0.13,0.0020,
MWP1G011574+004148,,11.574,0.415,0.52,0.51,0.14,0,0.13,0.0030,
MWP1G297805-004452,,297.805,-0.445,0.63,0.45,0.7,17,0.13,0.0030,2
MWP1G010287+000780,,10.287,0.078,1.17,0.89,0.44,53,0.13,0.0050,
MWP1G037390+000117,,37.39,0.012,0.52,0.48,0.59,35,0.13,0.0030,
MWP1G343435-002773,,343.435,-0.277,0.52,0.54,0.17,2,0.13,0.0010,
MWP1G304643-006781,,304.643,-0.678,0.58,0.45,0.25,0,0.13,0.0020,
MWP1G329822+001284,,329.822,0.128,0.3,0.26,0.0,0,0.13,0.0010,
MWP1G038265+006216,,38.265,0.622,0.29,0.23,0.07,0,0.13,0.0010,
MWP1G302259+006301,,302.259,0.63,0.67,0.5,0.42,3,0.13,0.0030,
MWP1G306030-002384,,306.03,-0.238,0.84,1.12,0.32,16,0.13,0.0030,
MWP1G044283+002070,,44.283,0.207,1.54,1.48,0.43,89,0.13,0.0070,
MWP1G299633+001938,,299.633,0.194,0.61,0.96,0.43,50,0.13,0.0060,
MWP1G331810+001528,,331.81,0.153,0.44,0.57,0.0,0,0.13,0.0020,
MWP1G346983+000704,,346.983,0.07,3.83,2.85,0.41,30,0.13,0.015,2
MWP1G053501+000644,,53.501,0.064,1.18,1.0,0.52,36,0.13,0.0050,
MWP1G332823-005444,,332.823,-0.544,0.57,0.43,0.5,26,0.13,0.0060,2
MWP1G330289+006576,,330.289,0.658,2.77,2.68,0.36,10,0.13,0.033,2
MWP1G034697-006506,,34.697,-0.651,0.55,0.65,0.56,24,0.13,0.0020,2
MWP1G307756+003556,,307.756,0.356,1.31,1.31,0.34,2,0.13,0.0040,
MWP1G000584-008684,CN16,0.584,-0.868,0.45,0.4,0.37,17,0.13,0.0020,2
MWP1G307494+002435,,307.494,0.243,0.92,0.88,0.12,27,0.13,0.0040,
MWP1G321827-006279,,321.827,-0.628,0.5,0.57,0.38,28,0.13,0.0020,
MWP1G356278-000799,,356.278,-0.08,0.49,0.64,0.1,1,0.13,0.0030,
MWP1G314335-000065,,314.335,-0.0060,1.38,1.37,0.23,32,0.13,0.0090,2
MWP1G005047-001943,,5.047,-0.194,0.53,0.63,0.36,10,0.13,0.0020,
MWP1G325077+002002,,325.077,0.2,1.14,0.67,0.09,44,0.13,0.0050,
MWP1G353468-001339,,353.468,-0.134,1.82,1.61,0.29,48,0.13,0.0070,
MWP1G007114-003345,,7.114,-0.335,1.44,1.36,0.19,55,0.13,0.0090,2
MWP1G339240+000080,,339.24,0.0080,0.38,0.39,0.22,17,0.13,0.0010,
MWP1G034450-001610,,34.45,-0.161,4.38,1.84,0.32,51,0.13,0.023,1
MWP1G334537-005672,,334.537,-0.567,0.45,0.52,0.19,2,0.13,0.0030,
MWP1G031207+001026,,31.207,0.103,0.5,0.52,0.29,0,0.13,0.0030,
MWP1G028482+003362,,28.482,0.336,1.32,1.26,0.3,40,0.13,0.0040,
MWP1G339832+006472,,339.832,0.647,1.51,0.95,0.42,56,0.13,0.01,
MWP1G010931+000683,,10.931,0.068,1.0,1.1,0.34,36,0.13,0.0030,
MWP1G296247-008678,,296.247,-0.868,0.34,0.33,0.4,3,0.13,0.0010,
MWP1G303540+000848,,303.54,0.085,0.73,0.7,0.13,23,0.13,0.0040,
MWP1G036876+006643,,36.876,0.664,1.55,1.63,0.04,30,0.13,0.0060,
MWP1G005261+001339,,5.261,0.134,1.39,1.62,0.22,43,0.13,0.0060,2
MWP1G000174+006301,,0.174,0.63,7.45,3.42,0.55,17,0.13,0.059,
MWP1G044599-009717,,44.599,-0.972,0.49,0.51,0.12,18,0.13,0.0020,
MWP1G295844+000648,,295.844,0.065,4.87,2.63,0.22,5,0.13,0.013,
MWP1G009662+005892,,9.662,0.589,0.53,0.59,0.48,11,0.13,0.0010,
MWP1G035573+000703,,35.573,0.07,0.38,0.45,0.35,11,0.13,0.0010,
MWP1G030443-000070,,30.443,-0.0070,0.73,0.61,0.12,21,0.13,0.0040,
MWP1G023762+005061,,23.762,0.506,2.53,2.12,0.43,28,0.13,0.018,
MWP1G035644-001054,N68,35.644,-0.105,2.52,1.5,0.46,15,0.13,0.011,
MWP1G043741+004719,,43.741,0.472,0.96,0.8,0.42,31,0.13,0.0060,
MWP1G055761-002921,,55.761,-0.292,9.06,6.5,0.48,2,0.13,0.029,
MWP1G350871-007034,,350.871,-0.703,1.21,1.14,0.34,37,0.13,0.0030,
MWP1G312863+008973,,312.863,0.897,2.3,1.6,0.35,46,0.13,0.01,
MWP1G027511+002096,,27.511,0.21,0.55,0.59,0.22,28,0.13,0.0020,2
MWP1G024952-000498,,24.952,-0.05,1.04,0.97,0.12,0,0.13,0.0050,
MWP1G036611-002112,,36.611,-0.211,1.0,0.68,0.65,126,0.13,0.0070,
MWP1G037489+005237,,37.489,0.524,0.54,0.66,0.69,0,0.13,0.0030,
MWP1G316614+008934,,316.614,0.893,2.46,1.99,0.29,36,0.13,0.0080,
MWP1G006810+000110,,6.81,0.011,1.6,1.12,0.43,14,0.13,0.0080,
MWP1G298184-007855,,298.184,-0.786,0.46,0.46,0.17,0,0.13,0.0020,
MWP1G311760+004832,,311.76,0.483,1.15,0.76,0.53,11,0.13,0.0030,
MWP1G342304+005806,,342.304,0.581,0.87,0.9,0.89,28,0.13,0.0050,
MWP1G038629+008115,,38.629,0.811,0.49,0.52,0.31,11,0.13,0.0030,
MWP1G309558+009056,,309.558,0.906,2.59,1.11,0.61,43,0.13,0.0050,
MWP1G317121-005837,,317.121,-0.584,0.95,0.7,0.51,6,0.13,0.0050,
MWP1G326227-000472,,326.227,-0.047,1.28,0.77,0.1,0,0.13,0.0060,
MWP1G310717+008090,,310.717,0.809,1.74,1.59,0.23,69,0.13,0.0090,
MWP1G027358+000611,,27.358,0.061,0.44,0.43,0.29,3,0.13,0.0020,
MWP1G035704-008343,,35.704,-0.834,0.5,0.6,0.19,2,0.13,0.0010,2
MWP1G333561-008653,,333.561,-0.865,0.44,0.63,0.0,0,0.13,0.0020,
MWP1G311935+002041,,311.935,0.204,0.37,0.64,0.1,0,0.13,0.0010,2
MWP1G319596-006635,,319.596,-0.664,0.41,0.5,0.0,0,0.13,0.0020,
MWP1G296434-008869,,296.434,-0.887,0.61,0.73,0.78,20,0.13,0.0050,
MWP1G039596+005613,,39.596,0.561,0.3,0.36,0.0,60,0.13,0.0010,
MWP1G359208-003174,,359.208,-0.317,0.58,0.59,0.39,21,0.13,0.0020,2
MWP1G061617-007371,,61.617,-0.737,6.55,4.39,0.41,27,0.13,0.037,
MWP1G341696-000863,,341.696,-0.086,0.52,0.47,0.26,0,0.13,0.0030,
MWP1G345072-007685,S13,345.072,-0.769,7.55,7.25,0.22,51,0.13,0.078,1
MWP1G336912+000568,,336.912,0.057,0.91,0.9,0.14,17,0.13,0.01,2
MWP1G331658+001312,,331.658,0.131,1.24,1.05,0.23,13,0.12,0.0030,
MWP1G347784+001552,,347.784,0.155,2.07,1.55,0.2,49,0.12,0.014,1
MWP1G028816+001936,,28.816,0.194,0.44,0.58,0.22,13,0.12,0.0020,
MWP1G330027-004975,,330.027,-0.497,1.06,1.14,0.6,32,0.12,0.0060,
MWP1G324012+001006,,324.012,0.101,2.42,1.59,0.32,17,0.12,0.015,1
